gene	score	logfoldchange	pval	pval_adj	cluster
Ccn1	25.685925	3.142303	1.6790546570765076e-145	3.8351740500525307e-143	Lipofibroblast
Loxl1	25.653399	5.1548185	3.8746434579416044e-145	8.78049123776058e-143	Lipofibroblast
Tmem176a	25.535896	1.6327996	7.876044438196969e-144	1.7708793666508498e-141	Lipofibroblast
Adamts15	25.517153	5.801552	1.271805385296111e-143	2.8374076735520987e-141	Lipofibroblast
Slc43a3	25.49934	1.9918479	2.0047994926814163e-143	4.438317646105474e-141	Lipofibroblast
Ifitm2	25.471838	1.7954874	4.045020158361165e-143	8.886693141804146e-141	Lipofibroblast
Csrp1	25.467075	2.3700247	4.56759920988643e-143	9.958750398525111e-141	Lipofibroblast
Nap1l1	25.316158	1.6677243	2.120711343292461e-141	4.5890280045080474e-139	Lipofibroblast
Hspb1	25.22156	1.990527	2.324026864423942e-140	4.9544809746756336e-138	Lipofibroblast
Marcks	25.169636	1.7390089	8.6161898875681e-140	1.8233378306191904e-137	Lipofibroblast
Nox4	24.98319	6.5623913	9.311542956838326e-138	1.956103695604431e-135	Lipofibroblast
Olfml3	24.92556	5.6741195	3.93188697167625e-137	8.199978771365397e-135	Lipofibroblast
Specc1l	24.89803	3.1394932	7.81512475702985e-137	1.6181243921389862e-134	Lipofibroblast
Serpina3n	24.76754	5.5015087	2.0067711153690725e-135	4.125348050022993e-133	Lipofibroblast
Akap12	24.713755	2.2086456	7.609478629867347e-135	1.5422591194900157e-132	Lipofibroblast
Ptgis	24.661068	3.9740455	2.7999698852235596e-134	5.6351841466247586e-132	Lipofibroblast
Col6a1	24.648706	2.713718	3.799491432282912e-134	7.593705793132097e-132	Lipofibroblast
Mmp2	24.498484	5.6934986	1.533159975357614e-132	3.043058213158078e-130	Lipofibroblast
F2r	24.3659	3.8591943	3.933183176893994e-131	7.753219988425284e-129	Lipofibroblast
Gyg	24.357204	3.9933016	4.862977675334279e-131	9.520850169804119e-129	Lipofibroblast
Pcolce	24.2818	3.832111	3.05246817342181e-130	5.935813110208087e-128	Lipofibroblast
Gpc3	24.187109	2.8879497	3.040499676496971e-129	5.872857764401531e-127	Lipofibroblast
Ndrg2	24.1287	4.4601727	1.2496843372197443e-128	2.3977276816789497e-126	Lipofibroblast
Peak1	24.100069	3.4513955	2.495575930059987e-128	4.756468560736849e-126	Lipofibroblast
Aldh2	23.859669	1.3727432	8.037442922478629e-126	1.5218263638745722e-123	Lipofibroblast
Tgfbr2	23.711016	2.4720964	2.7757218399789272e-124	5.153888680941518e-122	Lipofibroblast
Myo1b	23.707268	2.6872973	3.034135513323521e-124	5.597591030349419e-122	Lipofibroblast
Scn3a	23.672115	6.743454	6.987747965235872e-124	1.2809387671304992e-121	Lipofibroblast
Scube2	23.558947	7.6910095	1.0164467031918768e-122	1.8514769694849502e-120	Lipofibroblast
Clec3b	23.557062	4.251996	1.0626551312923316e-122	1.923472621295176e-120	Lipofibroblast
Col6a2	23.368614	3.8474505	8.915001808237996e-121	1.6035859502568097e-118	Lipofibroblast
H6pd	23.14822	2.7445672	1.5149857254395725e-118	2.6914376035895614e-116	Lipofibroblast
Gstm1	22.812313	1.7978026	3.460751890534351e-115	6.073197524974307e-113	Lipofibroblast
Zfp36l1	22.765245	1.628889	1.013638377508957e-114	1.7573802713679387e-112	Lipofibroblast
Pmepa1	22.740093	2.4583597	1.7984432399406737e-114	3.0993530805684185e-112	Lipofibroblast
C7	22.522814	7.2969947	2.4810249620945284e-112	4.250232048159555e-110	Lipofibroblast
C1qtnf7	22.46023	5.1878676	1.0166135628054795e-111	1.731250789203651e-109	Lipofibroblast
Gm4956	22.377344	5.666889	6.542812184793694e-111	1.1076596157550735e-108	Lipofibroblast
Nedd4	22.340334	1.4013673	1.499168186174001e-110	2.5231614267887575e-108	Lipofibroblast
Efemp1	22.302198	2.9632204	3.51784881686592e-110	5.8862609854303e-108	Lipofibroblast
Anxa5	22.241928	1.2466637	1.3502899942810833e-109	2.2463205800814785e-107	Lipofibroblast
Rcn3	22.131815	3.7617307	1.5616367422103201e-108	2.5829830713110926e-106	Lipofibroblast
Fermt2	21.891111	1.568366	3.15715846759954e-106	5.192172611286558e-104	Lipofibroblast
Twsg1	21.854218	2.9721007	7.087595305801555e-106	1.1524349881410663e-103	Lipofibroblast
Mfge8	21.661615	2.4046693	4.723791541732999e-104	7.637680930959308e-102	Lipofibroblast
Adarb1	21.606197	4.7353063	1.5706382278272927e-103	2.5253054858586304e-101	Lipofibroblast
Col5a2	21.59351	4.1409388	2.067063689317593e-103	3.305005165475573e-101	Lipofibroblast
Mfap5	21.589075	4.8272142	2.27518798993076e-103	3.617674604983827e-101	Lipofibroblast
Tgm2	21.407328	2.0389152	1.1417253347025372e-101	1.8054316006999463e-99	Lipofibroblast
Robo2	21.32075	5.9997263	7.288196873132535e-101	1.1461983934904609e-98	Lipofibroblast
Tcf4	21.231483	1.7321725	4.889398106842847e-100	7.606317703510114e-98	Lipofibroblast
Maf	21.096132	2.1432192	8.6313034831538e-99	1.3355317970170234e-96	Lipofibroblast
Pmp22	20.995728	2.0472732	7.175499513735592e-98	1.0984621064112253e-95	Lipofibroblast
Nebl	20.900896	3.0199764	5.254841911586265e-97	7.959702642918563e-95	Lipofibroblast
Col6a3	20.786022	5.5819683	5.791829523376519e-96	8.727165114281477e-94	Lipofibroblast
Slc25a4	20.762846	1.2819217	9.383978510861974e-96	1.406619278867748e-93	Lipofibroblast
Bicc1	20.563694	2.5243666	5.804240470312475e-94	8.655235271274249e-92	Lipofibroblast
Abi3bp	20.447636	2.6085277	6.305933467115902e-93	9.354884803278127e-91	Lipofibroblast
Tgfbr3	20.399961	3.4384522	1.6734427646110163e-92	2.457228712525768e-90	Lipofibroblast
Fgf7	20.246807	6.218079	3.790237930825103e-91	5.53721054056581e-89	Lipofibroblast
Sdc2	20.190966	3.6915522	1.1754370886850578e-90	1.708539364260402e-88	Lipofibroblast
Pam	20.175098	2.0648568	1.620424529281213e-90	2.3435084398348397e-88	Lipofibroblast
Vegfd	20.043455	6.0985017	2.302224137607947e-89	3.3129005340178356e-87	Lipofibroblast
Col4a1	19.835789	1.413183	1.462077393513536e-87	2.062675852221547e-85	Lipofibroblast
Pkd2	19.811287	3.201207	2.3792754529610945e-87	3.340270611522942e-85	Lipofibroblast
Mat2a	19.743889	1.5097438	9.053276928781741e-87	1.2648218932540705e-84	Lipofibroblast
Zyx	19.523573	2.3118331	6.922524900278145e-85	9.532548642583973e-83	Lipofibroblast
Lpar1	19.491673	5.0160365	1.291877956391088e-84	1.7704879802350245e-82	Lipofibroblast
Gm13889	19.487776	4.01423	1.3940788805904033e-84	1.901497165089659e-82	Lipofibroblast
Rap2a	19.393673	2.2424548	8.727690688595747e-84	1.1848251793291772e-81	Lipofibroblast
Hspa5	19.130598	1.0218232	1.4045606917396146e-81	1.8889372293582293e-79	Lipofibroblast
Lamc1	18.808016	2.934172	6.492189784359055e-79	8.570881742837322e-77	Lipofibroblast
Zeb2	18.688284	1.6142303	6.16642125043457e-78	8.103634867009448e-76	Lipofibroblast
Slit2	18.629688	5.751275	1.84597323540278e-77	2.4148686234041824e-75	Lipofibroblast
Ccn2	18.542282	3.3927796	9.414034731591388e-77	1.2259543872181001e-74	Lipofibroblast
Gstm2	18.304523	2.4723227	7.615623003463065e-75	9.784715626770849e-73	Lipofibroblast
Fkbp9	18.256475	2.8518147	1.8378131423019762e-74	2.3403655856394194e-72	Lipofibroblast
Ces1d	18.169472	0.92815655	9.006083072647416e-74	1.1418285058625226e-71	Lipofibroblast
Ppp1r2	18.137472	1.7798986	1.6127980602425376e-73	2.0358038672710627e-71	Lipofibroblast
Rrbp1	18.046846	1.0238544	8.352510435206068e-73	1.0497172503285181e-70	Lipofibroblast
Mbnl2	18.033604	1.3459815	1.0614185258066548e-72	1.3281576162050227e-70	Lipofibroblast
Tuba1a	18.030437	1.2413466	1.1239893392374546e-72	1.4003642070672702e-70	Lipofibroblast
Chpt1	17.850039	1.8984604	2.8883988383328483e-71	3.58310855893187e-69	Lipofibroblast
Bmp5	17.81284	3.474916	5.618519666879572e-71	6.939956910420348e-69	Lipofibroblast
Ecm1	17.739655	2.6093783	2.0720235394379592e-70	2.5375675517031684e-68	Lipofibroblast
Cacna1d	17.733225	5.2470226	2.3232130163815617e-70	2.8331385852314134e-68	Lipofibroblast
Lrat	17.65125	6.682026	9.95279235785876e-70	1.2086133504606545e-67	Lipofibroblast
Pbx1	17.645264	1.9576612	1.1065706585532947e-69	1.3381135946707488e-67	Lipofibroblast
Lpgat1	17.578278	2.4803872	3.613851280344587e-69	4.351742253067665e-67	Lipofibroblast
Abca8a	17.464577	5.7558136	2.6667094459496463e-68	3.184560076947337e-66	Lipofibroblast
Dpysl3	17.404434	3.399916	7.635565702714591e-68	9.043274935149215e-66	Lipofibroblast
Egr1	17.38407	1.6235862	1.0893988146678294e-67	1.2849548313991857e-65	Lipofibroblast
Tsc22d3	17.342146	1.5274844	2.261373312001944e-67	2.6564213844659574e-65	Lipofibroblast
Thbs1	17.218508	3.185869	1.9289578819478636e-66	2.2475873620428957e-64	Lipofibroblast
Synm	17.014238	2.8388145	6.440424197732806e-65	7.443992305652617e-63	Lipofibroblast
Rora	16.82884	1.962226	1.500126148602335e-63	1.71323930780854e-61	Lipofibroblast
Ifi27l2a	16.745085	1.4640322	6.150265951716896e-63	6.968687168913869e-61	Lipofibroblast
Clic4	16.588991	1.2074397	8.371504170579025e-62	9.411401954268139e-60	Lipofibroblast
Tbx2	16.564032	3.0704284	1.2680550790352282e-61	1.4200243258612398e-59	Lipofibroblast
Mmp14	16.554964	2.5548036	1.4743029698959623e-61	1.6445906772715422e-59	Lipofibroblast
Scn7a	16.496687	1.4986416	3.875870852884364e-61	4.290290890231231e-59	Lipofibroblast
Gabarapl1	16.401516	1.8190191	1.8652295320484323e-60	2.03338280046795e-58	Lipofibroblast
Igfbp6	16.34015	1.7507826	5.11254901002834e-60	5.531547387541941e-58	Lipofibroblast
Slc36a2	16.293959	6.8703294	1.0894457824703314e-59	1.1743164651496681e-57	Lipofibroblast
Stard13	16.266937	3.306343	1.6942048482692551e-59	1.8126102428694856e-57	Lipofibroblast
Dusp1	16.215702	1.5488931	3.9059143383117825e-59	4.163415357652337e-57	Lipofibroblast
Cd63	16.178774	0.76785207	7.11972614245645e-59	7.561096619184378e-57	Lipofibroblast
C4b	16.170212	2.6774604	8.181573048533934e-59	8.656826188853184e-57	Lipofibroblast
Ltbp1	16.164923	3.756216	8.91486247836379e-59	9.398159052282413e-57	Lipofibroblast
Kdelc2	16.100626	2.752017	2.5253913851875336e-58	2.652582630134935e-56	Lipofibroblast
Il6ra	16.060358	1.7646581	4.837545771087586e-58	5.044368380141331e-56	Lipofibroblast
Atf5	16.009926	3.3611746	1.0894122842868138e-57	1.1237736753324195e-55	Lipofibroblast
Cacna2d1	16.008568	4.6028094	1.1134361486693319e-57	1.1444532985251204e-55	Lipofibroblast
Lims1	15.817562	1.7096308	2.3543335859760704e-56	2.4027560498011102e-54	Lipofibroblast
Ryk	15.7710495	1.9902043	4.92249342484664e-56	5.0059844794023425e-54	Lipofibroblast
Slc7a10	15.711509	7.728701	1.261417780475176e-55	1.2738106569149322e-53	Lipofibroblast
Pid1	15.639368	3.010868	3.9260632713050726e-55	3.9370070016780485e-53	Lipofibroblast
Nrp2	15.575741	2.601523	1.0641299484775714e-54	1.0560572385236036e-52	Lipofibroblast
Tnfsf13b	15.492542	4.5629606	3.895756505733114e-54	3.839721651883528e-52	Lipofibroblast
Rad50	15.4658	1.4988121	5.90347644279565e-54	5.798704847223851e-52	Lipofibroblast
Lamp2	15.317344	1.1376051	5.856218467828373e-53	5.713287034037308e-51	Lipofibroblast
Dnajc3	15.239059	0.9271829	1.9465105154600104e-52	1.8862145668329663e-50	Lipofibroblast
Ddr2	15.189491	3.5762072	4.1512598031475036e-52	3.9957611081801054e-50	Lipofibroblast
Zbtb16	15.041973	2.108841	3.8975926814883954e-51	3.7266683512703e-49	Lipofibroblast
Rbms3	14.960179	2.10753	1.3366446178294508e-50	1.2695918185191944e-48	Lipofibroblast
Fgfr1	14.958241	3.2730038	1.376152153215794e-50	1.3028177292615313e-48	Lipofibroblast
Rock2	14.905164	1.2065052	3.0506575684348075e-50	2.8786204858870085e-48	Lipofibroblast
Aebp1	14.85849	1.8525202	6.129082315550365e-50	5.745765115359592e-48	Lipofibroblast
Vim	14.831921	0.89959544	9.108842082816967e-50	8.511443998164686e-48	Lipofibroblast
Cpq	14.829517	2.5213575	9.44093954388113e-50	8.793211652844626e-48	Lipofibroblast
Gnas	14.755794	0.88010037	2.8235237891537165e-49	2.6045197003796144e-47	Lipofibroblast
Upk1b	14.727267	4.1000743	4.3077900144717485e-49	3.960964748130892e-47	Lipofibroblast
Spon2	14.721815	4.8371325	4.669581141242476e-49	4.2799536702216067e-47	Lipofibroblast
Adamts10	14.667202	2.8395631	1.0456930098691245e-48	9.493704991808645e-47	Lipofibroblast
Sqstm1	14.657442	0.9556811	1.2073603270880406e-48	1.09269906332056e-46	Lipofibroblast
Il11ra1	14.620985	2.2882795	2.0639247121671957e-48	1.8620612293470813e-46	Lipofibroblast
Gadd45b	14.574087	1.2684479	4.1057669241452376e-48	3.669688573816768e-46	Lipofibroblast
Acadsb	14.411724	1.9739623	4.36671287835602e-47	3.8908358092596365e-45	Lipofibroblast
Svep1	14.388283	6.3026953	6.129923470924587e-47	5.428282999791065e-45	Lipofibroblast
Cped1	14.387717	3.4947433	6.18022501323892e-47	5.4560391374544817e-45	Lipofibroblast
Lhfp	14.38396	2.4503386	6.525196557279433e-47	5.74297115958722e-45	Lipofibroblast
Ifitm1	14.355591	2.7833579	9.828463036147583e-47	8.57161109637356e-45	Lipofibroblast
Tbx4	14.342739	4.7015824	1.1829264503340064e-46	1.0285384664837675e-44	Lipofibroblast
Adamts2	14.338965	4.256259	1.2490352921302131e-46	1.0827480634791426e-44	Lipofibroblast
Cpxm1	14.281421	5.047793	2.857152129718232e-46	2.469334483282003e-44	Lipofibroblast
Ptms	14.244884	0.88617176	4.8234816974524774e-46	4.156281534511446e-44	Lipofibroblast
Cryab	14.147274	1.9501077	1.9413675221698387e-45	1.6579393854020163e-43	Lipofibroblast
Rhob	14.138843	1.7283193	2.18855067521468e-45	1.8635055749313163e-43	Lipofibroblast
Ncald	14.09989	2.694203	3.803654653959174e-45	3.2196817923807357e-43	Lipofibroblast
Mef2a	14.064248	1.1502092	6.298851088570074e-45	5.300612114884407e-43	Lipofibroblast
Igsf10	13.966016	5.5776753	2.5129688602389705e-44	2.0963259071790598e-42	Lipofibroblast
Tmem204	13.957931	1.9413978	2.814907590594072e-44	2.3414173542571502e-42	Lipofibroblast
Hsp90b1	13.944607	0.71944267	3.3931161049252594e-44	2.8061460201077288e-42	Lipofibroblast
Fkbp7	13.859224	3.1505458	1.1187689925021583e-43	9.225837135877397e-42	Lipofibroblast
Pros1	13.785142	2.1035194	3.1315121993323396e-43	2.574997745622421e-41	Lipofibroblast
Adamtsl2	13.769177	6.2814426	3.906358856818119e-43	3.2029916780406113e-41	Lipofibroblast
Fbln1	13.734172	4.037742	6.337677568795079e-43	5.181771603122794e-41	Lipofibroblast
Pik3r1	13.698041	1.5140018	1.0430110243998505e-42	8.455734445697942e-41	Lipofibroblast
Tmem119	13.654501	4.8900213	1.897852633892541e-42	1.5342752472872845e-40	Lipofibroblast
Vgll3	13.624293	4.822648	2.8717490518552575e-42	2.315096294464827e-40	Lipofibroblast
Col23a1	13.602266	3.298221	3.882151182894925e-42	3.1209025431205567e-40	Lipofibroblast
Tspan3	13.601665	1.937965	3.914211072666023e-42	3.1379107150787784e-40	Lipofibroblast
P3h3	13.565186	4.3221364	6.441674856747513e-42	5.149761177144261e-40	Lipofibroblast
Tns3	13.561142	2.1340063	6.806824846424035e-42	5.4266044066505195e-40	Lipofibroblast
Mrc2	13.541782	4.1768723	8.861203447033916e-42	7.044901525017572e-40	Lipofibroblast
Mprip	13.503859	1.2250292	1.4839663796847522e-41	1.1733118793221751e-39	Lipofibroblast
Adamts1	13.399276	1.7173407	6.105592958162424e-41	4.801064626664332e-39	Lipofibroblast
Heg1	13.3587475	1.5169795	1.0532078319943534e-40	8.236772120868885e-39	Lipofibroblast
Nisch	13.306718	1.3502387	2.115744808331162e-40	1.6412705009102652e-38	Lipofibroblast
Iigp1	13.287404	2.137064	2.739169347470417e-40	2.1134931319088098e-38	Lipofibroblast
Sptbn1	13.259381	0.96590656	3.98164707884632e-40	3.0557814114452557e-38	Lipofibroblast
Tagln	13.253246	2.158602	4.320983138235238e-40	3.307390816978993e-38	Lipofibroblast
Prkg2	13.151089	7.31683	1.6774233265354572e-39	1.2805369585594286e-37	Lipofibroblast
Nid1	13.127483	2.7526102	2.2914529455442855e-39	1.7446565019249878e-37	Lipofibroblast
Ywhab	13.085292	0.9014267	3.99622116283565e-39	3.0345974951559374e-37	Lipofibroblast
Tmsb10	12.863593	0.8303383	7.214374235829248e-38	5.392978974212097e-36	Lipofibroblast
Lama2	12.853776	4.8500233	8.191260173875108e-38	6.107369632231234e-36	Lipofibroblast
Gria3	12.757419	5.6292815	2.8344053017798287e-37	2.1024274377634915e-35	Lipofibroblast
Fam13a	12.732927	2.7900007	3.880133065126652e-37	2.8633392208806424e-35	Lipofibroblast
Kif1b	12.709097	1.1306642	5.2638587003978894e-37	3.86463911728192e-35	Lipofibroblast
Ednra	12.699105	4.911608	5.980937972721741e-37	4.379933711321418e-35	Lipofibroblast
Laptm4a	12.625401	0.7491546	1.529620314292979e-36	1.1144929783633402e-34	Lipofibroblast
Dnajb4	12.582819	2.225093	2.6249216457275216e-36	1.8981217327647757e-34	Lipofibroblast
Tbx5	12.572256	3.7431626	3.000372396546753e-36	2.164178385278585e-34	Lipofibroblast
Id3	12.535603	1.1049186	4.7672406890235325e-36	3.4214759857879618e-34	Lipofibroblast
Igf1	12.521679	2.932779	5.682027353681347e-36	4.0678792845509746e-34	Lipofibroblast
Bmp4	12.496377	1.8309922	7.813163308416455e-36	5.5659118815897414e-34	Lipofibroblast
Lmo4	12.491341	0.9512511	8.323913457522155e-36	5.9151167730243855e-34	Lipofibroblast
Meox2	12.383392	6.3553824	3.21460436576618e-35	2.2564954547987965e-33	Lipofibroblast
Gm6977	12.367738	1.229681	3.906693580990314e-35	2.7289961471092534e-33	Lipofibroblast
Slc38a5	12.365912	7.6331034	3.996449334625795e-35	2.7849349116351184e-33	Lipofibroblast
Ifrd1	12.280221	1.8158548	1.1568144482096613e-34	8.003153802758185e-33	Lipofibroblast
Ubl3	12.271057	1.0446391	1.2955053166780383e-34	8.941161394243152e-33	Lipofibroblast
Selenom	12.225681	2.5848377	2.266729272747432e-34	1.5532492492778831e-32	Lipofibroblast
Snhg18	12.179873	2.8275714	3.97897955031377e-34	2.70082621363279e-32	Lipofibroblast
Emilin1	12.084077	3.6722028	1.2820134430735833e-33	8.661114293816368e-32	Lipofibroblast
Comt	11.964437	1.0985228	5.456692922007735e-33	3.6101982136869567e-31	Lipofibroblast
Ccn5	11.962371	5.6759768	5.594179286145287e-33	3.6926715563133344e-31	Lipofibroblast
Clmp	11.857322	4.6410108	1.971817578503832e-32	1.2752564024570851e-30	Lipofibroblast
Ifnar2	11.844544	1.2225044	2.2966423408150722e-32	1.4786882901265723e-30	Lipofibroblast
Ptprs	11.840675	2.9398663	2.4050777477105118e-32	1.5450477138193868e-30	Lipofibroblast
Fgf10	11.805045	6.7043552	3.675952676756582e-32	2.3405734078994342e-30	Lipofibroblast
Vldlr	11.800504	2.3945556	3.879807059400922e-32	2.4649193635664137e-30	Lipofibroblast
Hivep3	11.703127	2.897209	1.2284127170718683e-31	7.77004791150074e-30	Lipofibroblast
Tns2	11.670105	1.8238755	1.8119889579630187e-31	1.1436193467143789e-29	Lipofibroblast
Mt2	11.661366	2.9842734	2.007941124411574e-31	1.2617586366935613e-29	Lipofibroblast
Bmp3	11.638054	3.1577346	2.639713657825925e-31	1.6551407205278893e-29	Lipofibroblast
Scarf2	11.587707	3.1864343	4.757015725273182e-31	2.9762372298556996e-29	Lipofibroblast
Itgb1	11.576594	0.75953513	5.415477401673135e-31	3.380855523213727e-29	Lipofibroblast
Rcn1	11.549713	2.6324139	7.406731084507664e-31	4.6139766366262027e-29	Lipofibroblast
Dock4	11.51013	2.649159	1.1730131421618775e-30	7.275715136081646e-29	Lipofibroblast
Cmklr1	11.5061655	4.259328	1.2281938570877273e-30	7.601595528383827e-29	Lipofibroblast
Gas1	11.503175	3.6841233	1.271504058646519e-30	7.852765409409189e-29	Lipofibroblast
Cbx5	11.326842	1.0224451	9.66259593696996e-30	5.9167981077871365e-28	Lipofibroblast
Antxr1	11.257975	1.4731231	2.1156586029741867e-29	1.2872865664608267e-27	Lipofibroblast
Arhgap21	11.223747	1.9833474	3.1177517805301783e-29	1.8930146886847792e-27	Lipofibroblast
Eid1	11.202502	1.1835631	3.9637514552685854e-29	2.391546475526832e-27	Lipofibroblast
Ppic	11.130462	1.2309756	8.917255754960586e-29	5.346637929745118e-27	Lipofibroblast
Mxra7	11.114232	1.9387567	1.06966816816502e-28	6.36054749582423e-27	Lipofibroblast
Flt3l	11.110984	3.2172983	1.1093079406329214e-28	6.582656192044427e-27	Lipofibroblast
Nfia	11.072405	1.4523927	1.707558687100302e-28	1.011183930344582e-26	Lipofibroblast
Rbpms	11.050645	1.2275112	2.1764640673756734e-28	1.2862142886873078e-26	Lipofibroblast
Dpysl2	11.0488	1.4152516	2.221631572529443e-28	1.3102163249466673e-26	Lipofibroblast
Smim4	11.041875	2.5738907	2.3997312616190314e-28	1.412357171971283e-26	Lipofibroblast
Sfrp1	11.016831	3.7570636	3.1702233730488595e-28	1.8582286899459505e-26	Lipofibroblast
Slit3	10.881734	4.189862	1.4085749662993396e-27	8.156697692172031e-26	Lipofibroblast
Grk5	10.838244	2.3264802	2.2678224471446175e-27	1.3079745496757934e-25	Lipofibroblast
Nfic	10.80659	1.2033231	3.2035948357478544e-27	1.840308570315833e-25	Lipofibroblast
Fhod1	10.788852	2.3521686	3.886153179793002e-27	2.227957938534713e-25	Lipofibroblast
Gnai1	10.77512	2.794591	4.5119564051736634e-27	2.5764703440654373e-25	Lipofibroblast
Morf4l1	10.767984	0.72932845	4.875555617106314e-27	2.767623089947134e-25	Lipofibroblast
Gas6	10.762832	0.9059723	5.1560944229565555e-27	2.915371267046948e-25	Lipofibroblast
Ctdsp2	10.736322	1.2065015	6.872793462129357e-27	3.8557309130620446e-25	Lipofibroblast
S1pr3	10.729979	3.9639952	7.361326969306593e-27	4.1137667995464804e-25	Lipofibroblast
Snai2	10.698087	5.434673	1.0390139329394849e-26	5.772745364864552e-25	Lipofibroblast
Rgs2	10.624031	1.1433711	2.3039285672410522e-26	1.267821494554445e-24	Lipofibroblast
Arrdc3	10.61136	2.293917	2.6387962549966104e-26	1.4493235919618787e-24	Lipofibroblast
Sfr1	10.486997	0.83185023	9.912938675432409e-26	5.434178572932281e-24	Lipofibroblast
Golim4	10.485698	1.1992458	1.0050093153585381e-25	5.498891273007363e-24	Lipofibroblast
Celf2	10.480475	1.1225653	1.062087273741534e-25	5.800165415233652e-24	Lipofibroblast
Malat1	10.471885	0.9280221	1.1630399488751775e-25	6.339448812240077e-24	Lipofibroblast
Prdm6	10.451091	4.8415284	1.448498821821594e-25	7.880490754636195e-24	Lipofibroblast
Nfix	10.435291	1.1009201	1.710890251624493e-25	9.290456875802436e-24	Lipofibroblast
Mapt	10.427964	1.7124921	1.848044383915681e-25	1.0016330954631506e-23	Lipofibroblast
Vcl	10.401555	1.6093162	2.439198073955422e-25	1.317075432803697e-23	Lipofibroblast
Glul	10.397044	1.0198009	2.557445408035704e-25	1.37833855511737e-23	Lipofibroblast
Loxl2	10.393809	2.806217	2.645696895501028e-25	1.4232365729442912e-23	Lipofibroblast
Zmynd11	10.34905	0.897231	4.2266022837535e-25	2.2652069595237565e-23	Lipofibroblast
Ablim3	10.312396	4.0620904	6.193777270392225e-25	3.307178290202008e-23	Lipofibroblast
Kank2	10.279379	1.4358451	8.728863324964064e-25	4.63499421572815e-23	Lipofibroblast
Fads2	10.235977	1.7216065	1.3680716222407358e-24	7.224422254695114e-23	Lipofibroblast
Ecm2	10.214782	3.4244502	1.7026220072671023e-24	8.941872512618104e-23	Lipofibroblast
Selenof	10.109326	0.7349685	5.022852637387535e-24	2.6046432234957347e-22	Lipofibroblast
Ctsb	10.105676	0.50339085	5.213480788165867e-24	2.6986326813563606e-22	Lipofibroblast
Ppfibp1	10.076032	1.3671602	7.051672012230312e-24	3.643574874541982e-22	Lipofibroblast
Slc1a3	10.065393	2.3519795	7.857237853547312e-24	4.0452827446349132e-22	Lipofibroblast
Fam49a	10.049903	2.1329772	9.195821153454276e-24	4.717570994588486e-22	Lipofibroblast
Scarb2	10.038932	0.8576199	1.0278082985188855e-23	5.254053788876292e-22	Lipofibroblast
Ctdspl	10.004758	1.7812097	1.452467932791451e-23	7.411706933641483e-22	Lipofibroblast
Cebpb	10.001215	1.340382	1.505388404892292e-23	7.668155450053127e-22	Lipofibroblast
Tshz2	9.987935	2.566382	1.7213050664060404e-23	8.752501733421526e-22	Lipofibroblast
Cdc42bpg	9.984813	1.5750178	1.7763570413275776e-23	9.016500114533983e-22	Lipofibroblast
Eva1b	9.967964	1.6876518	2.1049860662637278e-23	1.0665756863920789e-21	Lipofibroblast
Lipa	9.96454	1.3488599	2.1788050964565818e-23	1.1020388519511498e-21	Lipofibroblast
Cdc42ep4	9.891979	2.0774329	4.510232474938191e-23	2.2693092767258943e-21	Lipofibroblast
Lrpap1	9.856923	1.1721262	6.398017031837327e-23	3.2079256128271473e-21	Lipofibroblast
Ptar1	9.820385	2.3312063	9.199116054140755e-23	4.5804595162313314e-21	Lipofibroblast
Glg1	9.784179	0.9518612	1.3165968720299363e-22	6.510594154127417e-21	Lipofibroblast
Tspan5	9.766805	2.9059236	1.5630399414350998e-22	7.71600163199008e-21	Lipofibroblast
Kank3	9.722658	1.4848734	2.4139638499410594e-22	1.1855610853464794e-20	Lipofibroblast
Pla2r1	9.71686	5.42668	2.555398363357338e-22	1.2528852623070561e-20	Lipofibroblast
Pamr1	9.7141485	3.8445485	2.624329397458094e-22	1.284493198279659e-20	Lipofibroblast
Camk2n1	9.709956	1.1159351	2.734541690095179e-22	1.336164852987084e-20	Lipofibroblast
Cygb	9.691339	2.528179	3.281983464255554e-22	1.6009404084961837e-20	Lipofibroblast
Flna	9.67125	0.98049426	3.9946705659016117e-22	1.942003697409601e-20	Lipofibroblast
Mmp3	9.659666	4.7178764	4.47321709426887e-22	2.1673263968528297e-20	Lipofibroblast
Sept7	9.640944	0.6654757	5.369203240841483e-22	2.588369669537988e-20	Lipofibroblast
Slc29a1	9.620338	2.1994	6.5615073179239315e-22	3.157862552004193e-20	Lipofibroblast
Zbtb38	9.615598	0.89781475	6.87089049327642e-22	3.301239205283729e-20	Lipofibroblast
Nenf	9.592036	1.0528305	8.636349928154543e-22	4.128806493891823e-20	Lipofibroblast
Hoxa5	9.559031	1.9750745	1.188645197645033e-21	5.645083958452814e-20	Lipofibroblast
Rasl12	9.544344	3.7312124	1.3697129520261523e-21	6.472962029443787e-20	Lipofibroblast
Tagln2	9.480762	0.52702695	2.524336608916974e-21	1.1813074407256994e-19	Lipofibroblast
Epb41l2	9.446777	1.0858253	3.49423637331298e-21	1.624622339643741e-19	Lipofibroblast
Col4a2	9.43049	0.9413319	4.081790415339263e-21	1.894740776668774e-19	Lipofibroblast
Lman1	9.423325	1.002614	4.370274075848515e-21	2.025386278629956e-19	Lipofibroblast
Pdia3	9.410925	0.55609286	4.917897824975355e-21	2.2718635538168655e-19	Lipofibroblast
